"cons_12m","cons_gas_12m","cons_last_month","no_consumption","churn","days_active","days_since_last_modification","forecast_cons_12m","forecast_cons_year","forecast_discount_energy","has_gas","margin_net_pow_ele","nb_prod_act","net_margin","pow_max","channel_sales"
4566,0,425,0,0,1461,15,459.76,425,0,0,23.58,1,53.88,15.12,"3"
21097,0,0,1,1,1096,233,2257.99,0,0,0,25.92,1,291.78,17.321,"5"
1973,0,178,0,0,1461,1098,220.18,178,0,0,26.04,1,24.75,10.392,"8"
9277,0,0,1,0,1461,294,1402.95,0,0,0,28.32,1,143.56,11.3,"5"
3840,0,0,1,0,2557,2193,575.62,0,0,0,20.52,1,59.1,13.2,"1"
130546,0,9603,0,0,2557,2192,5864.96,4313,0,0,11.64,1,552.81,31.05,"1"
153912,0,15930,0,0,1827,35,9273.17,5790,0,0,1.44,1,388.57,33,"5"
4433,0,425,0,1,1461,390,501.65,425,0,0,31.64,1,55.38,20,"5"
3911,0,0,1,0,2557,2196,586.44,0,0,0,17.13,1,54.46,10.392,"1"
8051,0,1678,0,0,2556,61,851.2,1678,0,0,13.23,1,69.58,10.35,"1"
73753,0,5301,0,0,1461,1096,6592.28,5301,0,0,4.02,1,677.15,26,"5"
5305,0,420,0,0,2557,23,320.39,420,0,0,16.98,1,34.78,15.1,"5"
6591,0,1488,0,0,1461,1097,990.95,1488,0,0,31.64,1,142.67,13.856,"8"
40194,0,3321,0,0,1396,367,3844.28,3321,0,0,44.28,1,457.54,29.58,"5"
57974,9131,4071,0,0,2430,187,5672.3,4071,0,1,4.34,2,439.01,16,"5"
1679,0,131,0,0,2326,89,328.61,131,30,0,43.8,2,18.55,12.5,"6"
1024484,0,74143,0,0,2192,1827,3454.01,3461,0,0,8.98,1,262.61,10.392,"6"
19142,0,0,1,1,2557,22,1986.22,0,0,0,0.84,1,173.33,19.8,"6"
1129316,0,79977,0,1,1827,1465,6268.49,5172,0,0,1.98,1,717.66,50,"5"
40729,0,2402,0,0,1461,1096,383.94,361,0,0,68.02,2,41.21,30,"5"
7259,0,691,0,0,1827,18,758.89,691,0,0,27.79,1,104.67,18,"5"
3773,0,0,1,0,1461,504,563.83,0,0,0,23.17,1,36.52,10.35,"5"
5972,0,0,1,0,2557,735,432.35,0,0,0,14.64,1,39.66,10.392,"5"
19961,0,1851,0,0,1096,731,1996.5,1851,0,0,35.88,1,246.54,29.7,"5"
7940,0,0,1,0,2557,34,265.03,0,0,0,20.54,1,21.19,10.39,"6"
15611,0,0,1,0,1096,731,1942.22,0,0,0,25.9,1,154.98,13.943,"5"
46192,0,2604,0,0,2192,1827,4565.98,2604,0,0,11.11,1,529.11,23.1,"6"
4436,0,1379,0,1,2192,1827,450.11,1379,0,0,23.38,1,57.08,17.25,"3"
27805,0,356,0,0,1095,309,511.06,0,0,0,34.68,1,54.11,13.856,"5"
7926,7235,0,1,0,2224,302,1190.56,0,0,1,26.04,3,124.71,10.392,"1"
52055,29471,12967,0,0,1062,375,2331.86,1393,0,1,24,2,314.89,16,"5"
26823,50291,2378,0,0,1827,8,2784.94,2378,0,1,4.8,2,330.93,25.3,"5"
6864,0,1121,0,0,2557,2196,817.26,876,0,0,19.2,1,74.18,10.392,"5"
1544909,261969,127181,0,0,2192,1829,393.58,0,0,1,18.62,2,36.23,13.2,"6"
5396,0,0,1,0,2191,310,809.33,0,0,0,37.56,1,83.05,15,"1"
19540,0,2750,0,0,2192,384,2043.61,2750,0,0,19,1,231.37,20.78,"5"
2610,0,330,0,0,1461,53,382.05,330,0,0,14.64,1,36.4,10.392,"5"
25672,0,2188,0,0,1461,595,2520.55,2188,0,0,17.52,1,284.27,16.5,"5"
6392,0,0,1,1,1827,1462,688.41,0,0,0,17.68,1,95.18,19.745,"8"
225,0,0,1,0,1461,1096,33.65,0,0,0,24.42,1,3.19,13.2,"5"
0,14368,0,1,0,2684,2319,0,0,0,1,0,3,0,24,"1"
378853,0,26057,0,0,2557,2192,844.44,739,0,0,17.64,1,84.34,13.8,"1"
4178,0,896,0,0,1621,731,612.95,896,0,0,33.12,1,58,13.2,"5"
10951,0,0,1,1,1464,1100,1124.56,0,0,0,39.6,1,147.31,19.8,"5"
2952,0,0,1,0,1096,731,446.54,0,0,0,25.84,1,43.89,12.5,"5"
1662549,0,106463,0,0,2374,2009,779.05,492,0,0,46.98,1,86.81,20.7,"1"
8449,0,165,0,1,1585,310,1229.04,165,0,0,33.12,1,118.19,13.2,"1"
17871,0,2942,0,0,2192,39,253.18,359,0,0,10.36,1,19.51,13.856,"5"
0,0,0,1,0,2555,40,0,0,0,0,135.9,1,0,500,"1"
6951,3271,583,0,1,1096,42178,444.69,583,0,1,22.52,2,44.01,13.85,"5"
10842,0,830,0,1,1827,235,1090.1,830,0,0,38.04,1,138.78,19.05,"5"
87509,0,2945,0,0,2557,2192,1740.88,0,0,0,2.91,1,215.5,15.2,"1"
65896,49229,2516,0,0,2192,6,745.27,556,0,1,47.16,3,88.18,23.1,"5"
58468,0,0,1,0,4383,14,5962.76,0,0,0,38.5,1,548.86,43,"1"
325224,0,13775,0,0,2191,1830,11963.65,13775,0,0,2.31,1,834.18,29.7,"5"
13953,0,2255,0,0,1301,373,1542,2255,0,0,7.32,1,189.09,13.856,"3"
6104,0,505,0,0,1461,1096,911.51,505,0,0,10.36,1,61.21,13.85,"5"
2620,0,449,0,0,2192,72,388.23,449,0,0,21.09,1,31.49,10.392,"1"
8025,23915,972,0,0,1198,92,1304.4,972,30,1,32.25,3,69.51,13.2,"8"
14171,22133,0,1,0,1096,42178,2092.81,0,0,1,20.2,2,173,13.85,"5"
16027,0,1500,0,0,1461,1096,448.75,372,0,0,28.56,1,58.82,15.78,"5"
8371,2467,600,0,0,2557,65,1210.14,600,0,1,15.72,2,92.64,13.2,"5"
81507,0,19401,0,1,1461,1096,450.62,490,0,0,23.98,1,46.73,10.5,"5"
1005,0,113,0,1,1827,61,150.09,113,0,0,26.73,1,12.7,13.2,"5"
4805,0,856,0,0,2557,68,699.34,856,0,0,11.06,1,57.52,11.4,"5"
12256,0,836,0,0,1461,1096,1816.07,836,0,0,6.15,1,156.3,13.15,"8"
7827,9793,653,0,0,1096,732,1186.31,653,0,1,26.28,3,127.6,11.5,"5"
7192,0,1396,0,0,1827,1468,756.03,1396,0,0,99.09,1,71.73,43.648,"5"
8164,0,0,1,0,1461,1096,1109.95,0,0,0,13.26,1,93.8,10.392,"8"
50384,0,17117,0,0,2896,2531,4453.7,17117,0,0,0,1,376.9,16.5,"1"
20925,1399581,3137,0,0,1096,731,1794.97,2176,0,1,35.76,2,186.12,26.4,"5"
10224,0,999,0,0,2192,1827,1511.59,999,0,0,11.95,1,142.75,13.85,"5"
2755,0,0,1,0,2557,59,410.34,0,0,0,24.62,1,36.11,12.5,"6"
7032,0,0,1,1,2186,1832,222.42,0,0,0,33.12,1,23.08,13.2,"5"
6934,16079,603,0,0,1836,9,1094.74,603,30,1,1.26,3,56.62,10.392,"6"
10717,0,2226,0,0,2192,1831,1098.85,2226,0,0,20.2,1,120.3,13.856,"1"
158223,188601,17754,0,0,2192,573,5658.04,9471,0,1,35.81,3,580.06,40,"1"
4390,594,0,1,0,1807,329,782.64,0,0,1,7.02,2,33.63,13.2,"8"
9598,0,546,0,0,4018,3653,1025.77,546,0,0,41.88,1,119.69,23.1,"1"
3900,0,0,1,0,1475,366,435.64,0,0,0,5.52,1,67.69,10.392,"5"
11244,0,0,1,0,1883,1519,721.19,0,0,0,30.22,1,66.13,13.2,"6"
30823,0,3142,0,0,1461,35,3102.39,3142,0,0,1.32,1,317.31,29.7,"3"
131,0,0,1,0,2557,2197,19.54,0,0,0,21.52,1,1.74,13.2,"5"
19476,12819,0,1,0,1827,397,2150.12,0,0,1,7.59,2,278.81,40,"5"
5625,0,984,0,0,2192,61,836.14,984,0,0,17.13,1,68.1,10.392,"1"
49752,0,0,1,0,2192,54,2508.58,0,0,0,8.76,1,250.3,13.15,"5"
7872,0,0,1,1,1813,35,1176.25,0,0,0,34.68,1,125.81,13.856,"5"
6233,0,0,1,0,1439,723,652.59,0,0,0,14.68,1,96.15,10.392,"5"
5694,0,533,0,0,2192,1827,850.36,533,0,0,25.56,1,81.55,13.856,"5"
4170,1436,298,0,0,1117,17,611.93,298,0,1,14.64,2,43.06,10.392,"5"
140711,79011,0,1,0,1096,731,13030.35,0,0,1,2.27,5,938.95,100,"3"
4328,0,759,0,0,2250,1886,653.83,759,0,0,30.22,1,67.51,13.2,"1"
21648,0,3531,0,0,4383,4018,2124.81,3531,0,0,12.78,1,227.14,20.4,"1"
7356,0,0,1,0,1826,38,431.08,0,0,0,20.52,1,43.74,13.2,"3"
643092,0,34895,0,0,2191,1827,13865.32,1572,0,0,0.12,1,997.72,47,"6"
6220,0,0,1,0,2557,31,932,0,0,0,15.12,1,78.59,13.2,"5"
75091,0,51336,0,0,1461,64,7199.23,51336,0,0,10.32,1,753.04,15.001,"5"
1240803,0,132208,0,0,2252,1887,3238.88,3238,0,0,94.7,1,356.01,70,"1"
24165,0,1038,0,0,2557,2193,699.62,0,0,0,9.92,1,62.6,13.2,"1"
52230,0,2726,0,0,1415,366,3465.82,1063,0,0,2.88,1,423.34,15.4,"5"
37451,229003,2485,0,1,1461,1103,2937.08,2485,0,1,18.72,2,391.68,20.4,"5"
4899,9241,916,0,0,1827,45,729.38,916,0,1,19.42,2,62.48,12.5,"8"
6055,0,0,1,0,2284,90,727.01,0,30,0,35.76,2,54.85,11,"5"
3738,0,649,0,0,2557,2193,558.3,649,0,0,9.4,1,50.25,12.5,"6"
63106,104529,2898,0,0,3727,25,2262.82,1103,0,1,25.92,3,220.84,17.321,"1"
6226,0,604,0,1,1423,731,650.14,604,0,0,43.32,1,67.13,17.321,"5"
108615,0,5767,0,0,2192,239,8152.45,5767,0,0,58.92,1,824.76,59,"5"
3274,0,687,0,0,1096,731,732.84,687,0,0,0.03,1,361.2,13.2,"5"
4199490,728810,456462,0,0,2192,1827,4178.23,4629,0,1,18.24,2,378.91,14.5,"6"
207772,0,18157,0,0,1827,1462,3037.25,3338,0,0,36.16,1,380.12,30,"6"
4306656,888994,479030,0,0,2192,1828,7148.78,6788,0,1,3.21,2,660.38,50,"6"
3708,0,111,0,0,2557,65,545.58,111,0,0,19.48,1,49.93,13.856,"1"
7515,0,0,1,0,1827,1462,1140.76,0,0,0,31.64,1,121.56,13.856,"5"
8127,0,0,1,0,2192,1828,1210.05,0,0,0,16.13,1,114.24,11.43,"5"
285705,0,19746,0,0,1827,398,27797.82,19746,0,0,10.83,1,2085.53,75,"5"
17968,0,1289,0,0,1461,37,1948.99,1289,0,0,5.76,1,220.29,17.32,"8"
10919,0,1293,0,0,1461,7,1114.32,1293,0,0,26.62,1,125.04,16.4,"5"
9101,0,0,1,0,1195,264,1412.39,0,0,0,20.36,1,109.49,10.392,"3"
75618,0,3413,0,0,1095,731,1843.46,418,0,0,64.44,1,241.67,43,"3"
6116,0,0,1,0,1938,110,883.96,0,30,0,32.56,1,51.9,13.2,"8"
44741,0,3708,0,0,1461,1096,4636.94,3708,0,0,26.76,1,558.65,19.8,"5"
16986,0,2557,0,0,2192,1827,2520.11,2557,0,0,27.14,4,244.95,13.2,"5"
52002,0,8720,0,0,2191,1827,6526.67,0,0,0,31.08,1,581.91,13.8,"1"
2260,0,210,0,0,1884,1523,223.13,210,0,0,37.17,1,25.67,16.4,"5"
1908,0,0,1,0,1460,293,362.93,0,28,0,52.56,1,34.5,15,"5"
236037,195783,21485,0,0,2350,421,3385.41,2416,0,1,15.9,2,371.89,15.001,"1"
152,14147,12,0,0,2557,2192,22.62,12,0,1,15.46,2,2.5,13.15,"1"
3911,0,0,1,0,2555,2192,589.05,0,0,0,17.92,2,55.95,10.25,"1"
342276,0,31743,0,0,2192,1838,3858.77,3894,0,0,19.44,1,334.97,13.3,"6"
46766,0,4515,0,0,1827,19,4920.76,4515,0,0,21.81,1,549.58,115,"5"
363052,0,34941,0,0,2192,1835,3189.83,3676,0,0,37.17,1,446.59,35,"6"
1662549,0,106463,0,0,2374,2009,1683.51,1499,0,0,29.76,1,136.4,14.5,"1"
84468,0,5724,0,0,1461,1096,8158.15,5724,0,0,18.78,1,664.1,50,"5"
6546,0,619,0,0,2401,206,740.65,619,30,0,32.25,2,33.93,13.2,"5"
1910,0,228,0,0,1461,55,282.7,228,0,0,21.36,1,33.83,13.15,"5"
6791,0,348,0,0,2557,277,701.74,348,0,0,16.98,1,85.22,15.1,"1"
153995,0,10681,0,0,1461,1096,3768.82,6083,0,0,8.07,1,365.01,35,"6"
15431,0,0,1,0,2146,315,337.45,0,0,0,25.56,1,44.81,13.856,"5"
7406,0,0,1,0,1547,731,701.93,0,0,0,37.44,1,105.45,15.001,"3"
47861,0,2860,0,0,1827,68,2007.24,1116,0,0,31.2,1,196.64,13.856,"5"
1532234,0,131412,0,0,2192,1827,1288.67,1205,0,0,8.93,1,118.33,10.35,"6"
12059,0,0,1,0,1139,84,1184.75,0,0,0,30,1,154.4,15.001,"3"
115852,0,4142,0,0,1827,436,5906.05,571,0,0,12.98,1,484.14,15,"5"
6408,6041,0,1,0,1461,623,961.24,0,0,1,25.56,2,116.47,13.85,"8"
2425,0,0,1,1,1816,1462,362.1,0,0,0,25.56,1,35.76,10.2,"5"
1596,0,274,0,0,2557,2197,237.21,274,0,0,19.11,1,22.42,10.35,"5"
80680,0,0,1,0,1460,1097,8365.41,0,0,0,40.22,1,935.78,45,"3"
983659,0,192253,0,0,1461,1096,917.26,0,0,0,27.14,1,103.59,13.2,"5"
1371575,0,124331,0,0,1461,1097,5369.76,6380,0,0,19.92,1,640.94,20,"5"
7986,0,1003,0,0,1827,1462,1199.44,1003,0,0,14.4,1,113.19,12.1,"8"
4790,0,1129,0,0,2922,272,412.2,1129,0,0,0.65,1,50.13,5.196,"1"
5421,0,0,1,0,1827,1463,438.12,0,0,0,11.24,1,41.98,15,"1"
3534,0,0,1,0,2248,1883,535.55,0,0,0,23.65,1,53.92,10.35,"5"
19719,198524,4197,0,0,2192,39,586,742,0,1,21.58,2,47.55,13.856,"1"
243557,0,25206,0,0,1461,505,23267.79,25206,0,0,1.14,1,1660.72,50,"5"
9690,0,1508,0,0,1096,19,1438.44,1508,0,0,24.24,1,146.78,13.15,"5"
62884,0,5166,0,0,2802,2438,5535.8,5166,0,0,3.52,1,467.9,70,"1"
48667,0,0,1,1,1293,732,312.83,0,0,0,9.92,1,22.61,13.2,"3"
7084,0,664,0,0,1461,50,190.88,83,0,0,22.96,1,19.77,13.15,"5"
2267,0,184,0,0,2373,731,339.52,184,0,0,19.2,1,33.97,10.392,"5"
42144,0,493,0,0,2557,2192,3860.98,493,0,0,21.16,1,552.24,23.1,"5"
20268,6308,1829,0,0,1827,7,2089.03,1829,0,1,12.72,2,238.77,26.4,"1"
4826,0,0,1,0,1827,1469,648.6,0,0,0,16.92,1,56.11,10.392,"8"
9190,0,1124,0,0,2552,621,393.7,339,0,0,30.26,1,45.95,20.785,"1"
65019,0,0,1,0,2220,304,2650.57,0,0,0,33.84,1,236.3,15,"5"
13970,0,0,1,0,1797,384,2025.8,0,0,0,24.52,1,166.22,13.2,"1"
1750165,7679,144312,0,0,2192,1842,2075.06,2070,0,1,19.14,2,236.81,18,"6"
26098,0,3935,0,0,1461,1096,3848.98,3935,0,0,18.27,3,356.73,11,"8"
2403,0,369,0,0,2312,1947,360.57,369,0,0,20.54,2,36.43,10.392,"1"
97951,0,6413,0,1,1461,1099,4518.24,3996,0,0,21,1,571.88,19.8,"5"
14364,0,1112,0,0,2557,2192,1468.5,1112,0,0,14.46,1,162.72,16.5,"1"
8526,0,0,1,0,1827,55,1286.9,0,0,0,17.16,1,108.52,15,"8"
64025,0,5394,0,0,1473,374,7068.25,3907,24,0,139.32,1,2340.78,39.82,"5"
17636,0,2283,0,0,1884,10,2027.9,2283,28,0,122.41,1,170.66,56,"8"
2170560,33185,230072,0,0,2557,2193,5501.19,5153,0,1,8.8,2,414.67,13.2,"1"
533498,0,69766,0,1,1461,1098,5687.27,9883,0,0,19.21,1,517.58,40,"6"
193564,0,14311,0,0,1461,1096,272.2,0,0,0,78.9,1,32.83,42.123,"5"
55061,0,4230,0,1,1233,368,2065.68,834,0,0,22.56,1,251.61,15.1,"5"
2580,0,1,0,0,2557,2192,258.7,1,0,0,14.64,1,28.61,10.392,"5"
363,0,6,0,0,2557,53,53.91,6,0,0,15.72,1,10.74,13.2,"1"
7967,27811,604,0,0,1827,21,832.69,604,0,1,41.16,3,96.2,16.5,"8"
44665,42649,3305,0,0,4749,4385,4011,3305,0,1,55.8,2,519.1,46.2,"1"
7437,0,1769,0,0,1827,1462,768.93,1769,0,0,22.31,1,74.16,16.5,"1"
7814,0,1479,0,0,1827,1462,1170.88,1479,0,0,24.42,1,117.3,13.2,"5"
2418,0,226,0,0,2192,1828,259.36,226,0,0,44.91,1,29.72,19.8,"6"
22152,0,0,1,0,2191,307,3285.17,0,0,0,29.76,1,317.74,13.2,"5"
162595,0,0,1,0,1461,1096,2993.97,0,0,0,13.1,1,275.23,10.392,"6"
309669,0,11442,0,0,2789,56,596.45,7318,0,0,0.12,1,1.56,40,"1"
5800,17367,0,1,0,2439,2106,844.08,0,0,1,19.11,2,70.33,10.35,"1"
435969,0,6694,0,0,1767,731,39367.54,0,0,0,15.22,1,2414.96,105,"6"
103418,133476,2266,0,0,2557,2192,1543.79,2266,0,1,4.86,2,137.7,10.392,"5"
50539,0,4140,0,0,2922,2560,5116.34,4140,0,0,54.07,1,544.66,40,"5"
1750165,7679,144312,0,0,2192,1833,3368.4,0,0,1,21.12,2,391.12,14.5,"6"
819596,0,79301,0,0,1425,1061,9434.76,9084,0,0,0.12,1,657.04,66,"6"
114154,0,11783,0,0,1377,275,10904.15,11783,0,0,1.34,1,774.19,60,"5"
131152,0,10107,0,0,2541,732,7863.53,6153,0,0,11.08,1,683.24,66,"1"
17559,76719,1856,0,0,2557,2192,1697.44,1856,0,1,0.9,2,215.14,20,"6"
7054,0,532,0,0,1461,1097,1048.85,532,0,0,25.56,1,130.61,13.856,"8"
5285,0,485,0,0,1491,366,784.73,485,0,0,16.44,1,73.35,13.856,"5"
12490,0,0,1,0,1461,67,1844.8,0,0,0,14.52,1,157.59,11.5,"5"
65963,0,4054,0,0,1096,731,6557.02,4054,0,0,28.83,1,698.93,42,"5"
7187,0,0,1,0,1827,72,1045.19,0,0,0,16.44,1,87.38,13.85,"5"
6118,0,0,1,0,2192,361,126.3,0,0,0,16.92,1,12.74,10.392,"1"
643070,0,53770,0,0,1461,1097,4745.13,0,0,0,27.09,1,550.38,20,"5"
7668,0,770,0,0,2557,2193,833.88,770,0,0,25,1,90.35,24,"1"
585608,0,33439,0,0,2192,1827,6855.09,4735,0,0,36.09,1,607.91,52.5,"6"
305472,243034,40667,0,1,1095,293,3473.66,0,0,1,31.2,2,324.86,13.856,"5"
80886,0,7198,0,0,2191,177,7817.48,7198,0,0,7.68,2,715.66,20.5,"6"
30898,0,2645,0,0,2191,1838,3172.06,2645,0,0,27,1,337.51,18,"1"
2104,0,0,1,0,2192,62,316.02,0,0,0,21.64,1,28.76,10.392,"1"
2378,0,411,0,0,1481,293,451.89,411,0,0,52.56,1,40.01,15,"5"
4,0,0,1,0,2192,1828,0.6,0,0,0,28.76,1,0.04,13.856,"1"
932707,0,42971,0,0,2192,1827,2594.91,4871,0,0,17.45,1,186.35,13.856,"6"
7599,0,723,0,0,1156,366,965.66,723,22,0,58.44,1,299.58,16.5,"5"
0,0,0,1,0,2406,375,870.61,0,0,0,18.68,2,100.16,11.5,"5"
52460,8071,3548,0,1,1827,240,5468.16,3548,0,1,34.92,2,550.64,35,"5"
22694,0,0,1,0,1096,26,2712.2,0,0,0,25.7,1,212.3,13.86,"5"
8087,0,654,0,0,1792,50,1178.31,654,0,0,15.78,1,100.54,13.856,"5"
10217,0,993,0,0,2192,71,1525.66,993,0,0,23.76,1,128.87,10.52,"5"
17999,0,902,0,0,1826,1461,1787.09,902,0,0,0.9,1,219.12,20,"6"
5094,0,515,0,1,1096,32,548.22,515,0,0,69.04,1,67.82,43.64,"5"
10826,21513,1012,0,0,1827,232,850.94,1012,0,1,36.3,2,99.33,16,"1"
292,0,0,1,1,2192,1827,43.71,0,0,0,12.36,1,5.97,10.392,"6"
23487,0,1685,0,0,2557,2192,2289.6,1685,0,0,5.64,1,280.78,29.7,"1"
39045,0,0,1,0,2557,2192,5749.25,0,0,0,13.1,1,450.1,10.392,"1"
9043,0,0,1,0,1827,61,1353.17,0,0,0,34.68,1,132.2,13.856,"3"
8118,0,865,0,1,1460,2,785.17,865,0,0,99.96,1,91.72,40,"6"
76233,0,7612,0,0,1827,37,3844.96,4676,0,0,2.8,1,294.93,10.392,"3"
38923,9593,2454,0,1,1137,732,3985.41,2454,0,1,47.16,2,438.33,31.5,"5"
7926,0,0,1,0,2557,489,1188.03,0,0,0,16.2,1,134.42,11.43,"1"
8601,0,933,0,1,1827,1465,984.63,933,0,0,57.12,1,123.12,28.575,"5"
105400,0,8523,0,0,2879,2535,8983.81,8523,0,0,1.04,1,669.7,9.9,"1"
169106,0,7095,0,0,2557,123,1867.59,2306,0,0,2.82,1,223.02,15.001,"1"
11159,8132,1339,0,0,2803,2442,962.55,1339,0,1,1.36,2,124.33,13,"1"
5054,4944,0,1,0,1096,42165,754.01,0,0,1,24.4,2,73.4,15,"5"
5908,0,1814,0,0,1461,1097,593.73,1814,0,0,21.48,1,72.59,10.392,"5"
2339,0,161,0,0,1714,367,337.09,161,0,0,7.8,1,25.67,10.392,"5"
56641,0,0,1,0,2557,2192,8330.22,0,0,0,16.66,1,675.69,13.2,"1"
35698,0,7549,0,0,2037,209,1382.93,3464,0,0,17.34,1,112.23,19.8,"5"
48145,0,2800,0,0,1461,1096,1305.12,708,0,0,32.88,1,139.22,13.15,"5"
17498,0,0,1,0,2192,1830,460.68,0,0,0,16.92,1,42.92,10.39,"5"
9136,0,1814,0,0,2192,1830,1375.94,1814,0,0,30.22,1,133.4,13.2,"3"
10008,0,2616,0,0,2557,62,771,2167,0,0,10.08,2,81.43,10.392,"5"
90849,0,1897,0,0,2192,1827,83.08,0,0,0,12.36,1,7.94,10.392,"6"
41271,248075,5288,0,0,2557,46,286.95,0,0,1,26.04,2,28.74,10.392,"5"
151309,0,20743,0,0,1461,62,18083.59,20743,0,0,11.37,1,1165.49,13.164,"5"
8585,0,2143,0,0,1827,1463,811.11,2143,0,0,13.26,1,97.64,10.392,"8"
2647,0,657,0,0,2557,48,302.55,657,0,0,25.92,1,38.46,10.35,"1"
14828,0,0,1,0,3976,366,187.79,0,0,0,12.82,1,15.53,13.2,"1"
56925,0,6948,0,0,1461,1101,4898.64,6948,0,0,2.04,1,521.57,19.8,"5"
342593,0,27071,0,1,1493,5,1488.16,1825,0,0,0,1,117.38,26.4,"5"
2002,0,0,1,0,2192,1828,303.09,0,0,0,21.38,1,31.06,10.35,"1"
2730,0,0,1,0,1493,366,38.38,0,0,0,10.36,1,12.66,13.84,"5"
2762,0,0,1,0,1827,54,409.27,0,0,0,13.4,1,33.42,13.85,"5"
2587,0,0,1,0,1827,1462,390.49,0,0,0,21.64,1,40.16,10.392,"1"
15141,0,1573,0,0,2117,591,2068.35,1573,0,0,6.92,1,142.96,10.392,"6"
10288,0,1788,0,0,1096,42178,388.3,493,0,0,16.92,1,38,10.392,"5"
0,0,0,1,0,2557,2192,0,0,0,0,33.12,1,0.02,13.2,"5"
4088,0,0,1,0,2191,308,616.95,0,0,0,34.68,2,64.38,13.85,"5"
2908,0,511,0,0,2557,2192,266.91,327,0,0,31.16,1,25.2,15,"6"
69482,0,5301,0,0,2192,1828,1878.91,0,0,0,19.28,1,155.51,13.2,"5"
0,0,0,1,0,1826,1462,0,0,0,0,37.56,1,0,15,"5"
25797,4057,0,1,0,1461,1096,3609.51,0,0,1,28.45,3,356.36,13.856,"3"
2800,9009,0,1,0,1827,1469,290.62,0,0,1,19.2,3,28.87,10.392,"1"
4984,0,0,1,0,2192,1827,516.24,0,0,0,35.85,1,76.1,19.8,"6"
2518,0,0,1,0,2557,2192,374.8,0,0,0,10.08,1,33.86,10.392,"5"
4885,2963,0,1,1,1827,405,732.9,0,0,1,14.64,2,77.43,10.39,"8"
28099,0,2652,0,0,1827,1462,1240.04,1061,0,0,75.16,1,138.17,41.5,"3"
95342,0,8658,0,0,2191,1827,9524.46,8658,0,0,55.92,1,855.92,56,"1"
39916,12467,2954,0,1,1461,1,3614.56,2954,0,1,19.06,2,463.7,15.78,"5"
38627,0,3533,0,0,1198,377,3696.25,3533,0,0,13.72,2,436.96,15.001,"5"
2081429,340718,226701,0,0,2031,1666,4277.54,6609,0,1,0,3,369.05,10.392,"5"
10267,0,1490,0,0,1461,25,1043.71,1490,0,0,19.5,1,114.76,17.321,"5"
3054,0,0,1,0,2557,2192,458.14,0,0,0,26.02,1,43.85,13.2,"1"
11812,0,368,0,0,2191,1827,1223.55,368,0,0,30,1,187.67,20,"1"
156962,0,14495,0,0,2191,1832,13650.44,14495,0,0,13.47,1,922.35,177,"5"
12247,0,2993,0,0,2557,42,1310.09,2663,0,0,16.2,1,118.14,11.5,"5"
8590,0,863,0,0,2192,1827,1275.03,863,0,0,19.2,1,137.18,15,"6"
10099,0,885,0,0,1096,42178,1023.96,885,0,0,19.96,1,114.4,16,"5"
21629,0,0,1,0,2557,2192,2615.43,0,0,0,17.45,1,191.03,13.856,"1"
91,0,22,0,1,1461,1097,13.61,22,0,0,21.48,1,0.74,10.392,"5"
11786,0,3666,0,1,1096,734,1210.07,3666,0,0,25.7,1,111.87,13.856,"5"
4082,0,682,0,0,2192,1828,365.9,430,0,0,24.42,1,33.42,13.2,"5"
2448,0,203,0,0,2192,19,252.07,203,0,0,30.76,1,32.45,15.4,"8"
100955,0,14682,0,0,1461,1113,142.59,115,0,0,31.16,1,15.79,19.72,"5"
651,0,84,0,0,2192,1839,81.4,84,0,1,21.52,2,7.33,13.2,"8"
32527,0,3024,0,0,2191,3,3388.47,3024,0,0,24.72,1,365.18,16.5,"6"
3547,0,0,1,0,2557,2199,529.4,0,0,0,21.52,1,48.19,13.2,"5"
12669,0,1789,0,1,1096,8,1288.01,1789,0,0,127.44,1,168.23,63.8,"5"
1895,0,0,1,0,2192,1827,284.47,0,0,0,12.3,1,30.46,10.35,"3"
28671,5832,2084,0,0,1866,1502,2845.12,2084,0,1,41.78,2,321.59,34.641,"5"
42018,46810,675,0,0,1827,1464,3690.32,0,0,1,15.16,4,271.47,10.392,"5"
125230,119108,7565,0,0,2191,505,11823.93,7565,0,1,0.24,2,863.74,100,"5"
20783,4690,0,1,0,1613,366,2673.62,0,0,1,26.02,2,232.87,13.85,"3"
21877,0,2749,0,0,1419,49,232.5,196,30,0,35.54,2,1.17,10.5,"5"
20591,0,4072,0,1,1096,731,3035.57,4072,0,0,21.23,1,305.22,10.35,"5"
172869,0,13612,0,0,1096,20,1465.04,1244,0,0,26.66,1,198.13,19.7,"5"
15038,0,0,1,0,1827,1462,1532.65,0,0,0,13.1,1,169.4,10.392,"8"
4201,0,0,1,0,1095,732,634.67,0,0,0,28.8,1,93.79,11.5,"8"
9504,0,3125,0,0,2557,71,880.58,3125,0,0,8.98,1,85.95,10.392,"1"
14065,103,0,1,0,1827,1467,2075.76,0,0,1,19.28,2,186.94,13.2,"6"
19965,922111,1637,0,0,2253,1889,1969.62,1637,0,1,23.62,2,275.41,17.5,"5"
1456,0,0,1,0,1473,366,6.94,0,0,0,7.8,1,7.59,10.392,"8"
1172501,23809,181766,0,0,2315,105,7992.89,13883,0,1,25.08,2,1514.88,13.856,"6"
22770,0,2355,0,0,2557,2194,1719.5,0,0,0,16.66,1,138.04,13.2,"1"
